"Year","Domain","Measure","FIPS","County","State","Value"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21211","Shelby","KY","45.849999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21213","Simpson","KY","42"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21215","Spencer","KY","42.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21217","Taylor","KY","41.099999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21219","Todd","KY","36.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21221","Trigg","KY","40.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21223","Trimble","KY","39.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21225","Union","KY","38.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21227","Warren","KY","42.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21229","Washington","KY","41.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21231","Wayne","KY","36.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21233","Webster","KY","37.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21235","Whitley","KY","40.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21237","Wolfe","KY","32.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","21239","Woodford","KY","46"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22001","Acadia Parish","LA","34.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22003","Allen Parish","LA","37.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22005","Ascension Parish","LA","42"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22007","Assumption Parish","LA","36.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22009","Avoyelles Parish","LA","33.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22011","Beauregard Parish","LA","40.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22013","Bienville Parish","LA","30.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22015","Bossier Parish","LA","39.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22017","Caddo Parish","LA","35.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22019","Calcasieu Parish","LA","36.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22021","Caldwell Parish","LA","35.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22023","Cameron Parish","LA","41"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22025","Catahoula Parish","LA","35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22027","Claiborne Parish","LA","30.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22029","Concordia Parish","LA","33.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22031","De Soto Parish","LA","35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22033","East Baton Rouge Parish","LA","42"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22035","East Carroll Parish","LA","26.700000000000003"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22037","East Feliciana Parish","LA","38.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22039","Evangeline Parish","LA","33.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22041","Franklin Parish","LA","34.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22043","Grant Parish","LA","37.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22045","Iberia Parish","LA","35.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22047","Iberville Parish","LA","35.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22049","Jackson Parish","LA","36.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22051","Jefferson Parish","LA","41.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22053","Jefferson Davis Parish","LA","36.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22055","Lafayette Parish","LA","40.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22057","Lafourche Parish","LA","35.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22059","La Salle Parish","LA","36.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22061","Lincoln Parish","LA","35.849999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22063","Livingston Parish","LA","43.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22065","Madison Parish","LA","30.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22067","Morehouse Parish","LA","34.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22069","Natchitoches Parish","LA","37.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22071","Orleans Parish","LA","34.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22073","Ouachita Parish","LA","34.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22075","Plaquemines Parish","LA","37.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22077","Pointe Coupee Parish","LA","34.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22079","Rapides Parish","LA","38.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22081","Red River Parish","LA","35.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22083","Richland Parish","LA","33.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22085","Sabine Parish","LA","34.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22087","St. Bernard Parish","LA","37.099999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22089","St. Charles Parish","LA","41.900000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22091","St. Helena Parish","LA","33.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22093","St. James Parish","LA","37"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22095","St. John The Baptist Parish","LA","36.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22097","St. Landry Parish","LA","32.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22099","St. Martin Parish","LA","36.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22101","St. Mary Parish","LA","32.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22103","St. Tammany Parish","LA","45.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22105","Tangipahoa Parish","LA","39.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22107","Tensas Parish","LA","31.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22109","Terrebonne Parish","LA","34"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22111","Union Parish","LA","36.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22113","Vermilion Parish","LA","34.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22115","Vernon Parish","LA","37.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22117","Washington Parish","LA","35.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22119","Webster Parish","LA","32.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22121","West Baton Rouge Parish","LA","40.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22123","West Carroll Parish","LA","36.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22125","West Feliciana Parish","LA","38.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","22127","Winn Parish","LA","36.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23001","Androscoggin","ME","40.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23003","Aroostook","ME","40.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23005","Cumberland","ME","49.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23007","Franklin","ME","46.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23009","Hancock","ME","46.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23011","Kennebec","ME","47.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23013","Knox","ME","43.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23015","Lincoln","ME","47.400000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23017","Oxford","ME","41.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23019","Penobscot","ME","44.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23021","Piscataquis","ME","39.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23023","Sagadahoc","ME","50.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23025","Somerset","ME","41.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23027","Waldo","ME","45.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23029","Washington","ME","46.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","23031","York","ME","47.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24001","Allegany","MD","42.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24003","Anne Arundel","MD","50.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24005","Baltimore","MD","45.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24009","Calvert","MD","45.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24011","Caroline","MD","41.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24013","Carroll","MD","40.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24015","Cecil","MD","41.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24017","Charles","MD","43.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24019","Dorchester","MD","43.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24021","Frederick","MD","50.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24023","Garrett","MD","40.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24025","Harford","MD","51.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24027","Howard","MD","48.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24029","Kent","MD","44.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24031","Montgomery","MD","51.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24033","Prince George's","MD","38.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24035","Queen Anne's","MD","48.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24037","St. Mary's","MD","36.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24039","Somerset","MD","40.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24041","Talbot","MD","47.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24043","Washington","MD","44.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24045","Wicomico","MD","39.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24047","Worcester","MD","47.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","24510","Baltimore City","MD","44.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25001","Barnstable","MA","49.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25003","Berkshire","MA","43.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25005","Bristol","MA","47.400000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25007","Dukes","MA","46.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25009","Essex","MA","46.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25011","Franklin","MA","45.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25013","Hampden","MA","48.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25015","Hampshire","MA","49.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25017","Middlesex","MA","49.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25019","Nantucket","MA","48.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25021","Norfolk","MA","50.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25023","Plymouth","MA","51.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25025","Suffolk","MA","45.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","25027","Worcester","MA","52.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26001","Alcona","MI","41.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26003","Alger","MI","42.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26005","Allegan","MI","46.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26007","Alpena","MI","42.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26009","Antrim","MI","44.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26011","Arenac","MI","42.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26013","Baraga","MI","41.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26015","Barry","MI","45.599999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26017","Bay","MI","43.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26019","Benzie","MI","45.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26021","Berrien","MI","39.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26023","Branch","MI","39.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26025","Calhoun","MI","41.599999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26027","Cass","MI","45.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26029","Charlevoix","MI","44.900000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26031","Cheboygan","MI","43.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26033","Chippewa","MI","41.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26035","Clare","MI","40.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26037","Clinton","MI","48.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26039","Crawford","MI","42.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26041","Delta","MI","45.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26043","Dickinson","MI","46.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26045","Eaton","MI","49.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26047","Emmet","MI","48.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26049","Genesee","MI","38.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26051","Gladwin","MI","42.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26053","Gogebic","MI","41.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26055","Grand Traverse","MI","48.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26057","Gratiot","MI","40.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26059","Hillsdale","MI","40.900000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26061","Houghton","MI","41.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26063","Huron","MI","42"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26065","Ingham","MI","45.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26067","Ionia","MI","40.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26069","Iosco","MI","42.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26071","Iron","MI","42.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26073","Isabella","MI","42.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26075","Jackson","MI","43.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26077","Kalamazoo","MI","47.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26079","Kalkaska","MI","41.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26081","Kent","MI","49.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26083","Keweenaw","MI","47.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26085","Lake","MI","38"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26087","Lapeer","MI","40.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26089","Leelanau","MI","47.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26091","Lenawee","MI","43.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26093","Livingston","MI","46.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26095","Luce","MI","41.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26097","Mackinac","MI","42.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26099","Macomb","MI","42.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26101","Manistee","MI","43.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26103","Marquette","MI","47.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26105","Mason","MI","42.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26107","Mecosta","MI","42.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26109","Menominee","MI","43.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26111","Midland","MI","48.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26113","Missaukee","MI","42.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26115","Monroe","MI","44.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26117","Montcalm","MI","39.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26119","Montmorency","MI","42.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26121","Muskegon","MI","45.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26123","Newaygo","MI","42.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26125","Oakland","MI","44.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26127","Oceana","MI","41.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26129","Ogemaw","MI","40.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26131","Ontonagon","MI","41.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26133","Osceola","MI","43.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26135","Oscoda","MI","41.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26137","Otsego","MI","44.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26139","Ottawa","MI","49.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26141","Presque Isle","MI","42.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26143","Roscommon","MI","42.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26145","Saginaw","MI","41.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26147","St. Clair","MI","46.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26149","St. Joseph","MI","40.400000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26151","Sanilac","MI","39.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26153","Schoolcraft","MI","41.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26155","Shiawassee","MI","45.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26157","Tuscola","MI","42.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26159","Van Buren","MI","40.099999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26161","Washtenaw","MI","48.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26163","Wayne","MI","38.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","26165","Wexford","MI","43.900000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27001","Aitkin","MN","41.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27003","Anoka","MN","43.15"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27005","Becker","MN","41.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27007","Beltrami","MN","41.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27009","Benton","MN","43.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27011","Big Stone","MN","42.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27013","Blue Earth","MN","43.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27015","Brown","MN","42.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27017","Carlton","MN","41.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27019","Carver","MN","54.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27021","Cass","MN","43"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27023","Chippewa","MN","43.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27025","Chisago","MN","45.599999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27027","Clay","MN","43.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27029","Clearwater","MN","40.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27031","Cook","MN","44.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27033","Cottonwood","MN","41.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27035","Crow Wing","MN","42.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27037","Dakota","MN","50.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27039","Dodge","MN","44.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27041","Douglas","MN","46.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27043","Faribault","MN","44.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27045","Fillmore","MN","45.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27047","Freeborn","MN","42.2"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27049","Goodhue","MN","45.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27051","Grant","MN","41.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27053","Hennepin","MN","47.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27055","Houston","MN","45.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27057","Hubbard","MN","43.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27059","Isanti","MN","43.900000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27061","Itasca","MN","42.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27063","Jackson","MN","44.849999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27065","Kanabec","MN","40.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27067","Kandiyohi","MN","45.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27069","Kittson","MN","44.849999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27071","Koochiching","MN","39.599999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27073","Lac Qui Parle","MN","42.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27075","Lake","MN","46.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27077","Lake Of The Woods","MN","43.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27079","Le Sueur","MN","44.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27081","Lincoln","MN","42.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27083","Lyon","MN","40.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27085","Mcleod","MN","43.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27087","Mahnomen","MN","34.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27089","Marshall","MN","42.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27091","Martin","MN","41.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27093","Meeker","MN","40.95"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27095","Mille Lacs","MN","41.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27097","Morrison","MN","43.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27099","Mower","MN","42.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27101","Murray","MN","44.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27103","Nicollet","MN","44.75"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27105","Nobles","MN","39.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27107","Norman","MN","44.85"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27109","Olmsted","MN","50.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27111","Otter Tail","MN","46.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27113","Pennington","MN","42.6"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27115","Pine","MN","39.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27117","Pipestone","MN","38.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27119","Polk","MN","44.1"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27121","Pope","MN","45.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27123","Ramsey","MN","41.099999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27125","Red Lake","MN","42.05"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27127","Redwood","MN","43.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27129","Renville","MN","43.35"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27131","Rice","MN","40.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27133","Rock","MN","41.650000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27135","Roseau","MN","41.9"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27137","St. Louis","MN","45.349999999999994"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27139","Scott","MN","44.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27141","Sherburne","MN","45.4"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27143","Sibley","MN","42.45"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27145","Stearns","MN","44.8"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27147","Steele","MN","45.65"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27149","Stevens","MN","46.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27151","Swift","MN","44.150000000000006"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27153","Todd","MN","39.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27155","Traverse","MN","41.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27157","Wabasha","MN","41.3"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27159","Wadena","MN","39.7"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27161","Waseca","MN","44.25"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27163","Washington","MN","50.5"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27165","Watonwan","MN","38.55"
"2020","Health Care Access and Quality","Percent current on preventive services (65+)","27167","Wilkin","MN","44.7"
